Feature,Importance
cat__manufacturer_ApexIoT,0.00055796787
cat__firmware_version_1.1.0,0.00055306987
cat__model_M-205,0.0005493184
num__reboot_count_24h,0.0005456772
cat__model_M-318,0.00054443954
num__hour,0.0005417814
num__cloud_memory_pct,0.00053815654
cat__model_M-488,0.00053611485
cat__container_service_ingestion-api,0.0005336912
num__warning_count_1h,0.00053065084
cat__model_M-823,0.00053048535
cat__auth_method_sas_token,0.000530214
cat__namespace_edge,0.00052916503
num__sensor_gas_ppm,0.00052603835
cat__sync_status_synced,0.0005243584
num__day,0.0005235143
cat__protocol_LoRaWAN,0.0005205701
cat__model_M-688,0.0005189444
cat__application_context_smart_agriculture,0.0005183504
cat__model_M-757,0.0005150589
cat__device_type_smart_meter,0.00051327376
cat__device_type_soil_sensor,0.0005127561
cat__namespace_iot,0.0005120989
num__sensor_sound_db,0.0005069806
cat__model_M-378,0.0005021822
cat__cloud_region_eu-central-1,0.0004986108
num__kafka_partition,0.00049281504
cat__availability_zone_c,0.00048563915
cat__namespace_staging,0.0004841911
cat__availability_zone_a,0.00048346532
cat__firmware_version_2.1.0,0.00048092354
cat__auth_method_api_key,0.00047633567
cat__container_service_alert-service,0.0004687176
cat__device_type_bedside_sensor,0.00046377053
cat__model_M-274,0.00046199217
num__coap_response_code,0.00045651128
cat__os_type_TinyOS,0.00044067285
cat__cloud_region_ap-south-1,0.00043958653
cat__connectivity_status_online,0.00043438794
cat__model_M-826,0.00043248106
cat__manufacturer_AgriSense,0.00042713928
cat__application_context_smart_home,0.0004261153
cat__device_type_cnc_machine,0.0004231126
cat__os_type_RIOT OS,0.00041874082
cat__firmware_version_1.2.4,0.0004128328
cat__model_M-813,0.0004073364
cat__k8s_cluster_cluster-11,0.00039951195
cat__application_context_smart_healthcare,0.00039846264
cat__autoscaling_event_scale_in,0.00039713448
cat__connectivity_status_degraded,0.00039066857
cat__container_service_rules-engine,0.00038473113
cat__model_M-653,0.00038470048
cat__model_M-856,0.00038023613
cat__model_M-407,0.00037844287
cat__model_M-783,0.0003760642
cat__model_M-404,0.00037504252
cat__model_M-112,0.00037117413
cat__firmware_version_1.0.3,0.0003693133
cat__model_M-257,0.00036261257
cat__device_type_lidar_unit,0.00035965242
cat__model_M-390,0.00035526924
cat__protocol_CoAP,0.00035237693
cat__protocol_BLE,0.0003468984
cat__model_M-960,0.00034353143
cat__autoscaling_event_scale_out,0.0003341178
cat__model_M-348,0.00031579082
cat__model_M-655,0.0003150846
cat__os_type_Zephyr,0.0003119638
cat__model_M-457,0.0003006645
cat__container_service_device-registry,0.00029679973
cat__device_type_traffic_camera,0.0002839875
cat__device_type_weather_station,0.0002822539
cat__os_type_Embedded Linux,0.00027884002
cat__device_type_gps_tracker,0.00027673546
cat__device_type_vehicle_gateway,0.00026767308
cat__model_M-164,0.00026657546
cat__model_M-791,0.00024101854
cat__model_M-280,0.0002311328
cat__model_M-742,0.00020494597
cat__sync_status_delayed,0.0001706939
cat__device_type_drone_gateway,0.00016129154
cat__model_M-879,0.00015931789
cat__model_M-541,0.00015771687
cat__model_M-937,0.00012100774
cat__model_M-106,0.000110724264
cat__model_M-673,9.062443e-05
cat__model_M-383,7.858272e-05
cat__model_M-139,6.676545e-05
cat__model_M-754,0.0
cat__model_M-743,0.0
cat__model_M-744,0.0
cat__model_M-745,0.0
cat__model_M-746,0.0
cat__model_M-719,0.0
cat__model_M-718,0.0
cat__model_M-747,0.0
cat__model_M-748,0.0
cat__model_M-753,0.0
cat__model_M-750,0.0
cat__model_M-717,0.0
cat__model_M-716,0.0
cat__model_M-715,0.0
cat__model_M-751,0.0
cat__model_M-752,0.0
cat__model_M-749,0.0
cat__model_M-725,0.0
cat__model_M-724,0.0
cat__model_M-726,0.0
cat__model_M-727,0.0
cat__model_M-728,0.0
cat__model_M-729,0.0
cat__model_M-730,0.0
cat__model_M-731,0.0
cat__model_M-732,0.0
cat__model_M-733,0.0
cat__model_M-720,0.0
cat__model_M-734,0.0
cat__model_M-735,0.0
cat__model_M-736,0.0
cat__model_M-737,0.0
cat__model_M-722,0.0
cat__model_M-738,0.0
cat__model_M-721,0.0
cat__model_M-739,0.0
cat__model_M-740,0.0
cat__model_M-741,0.0
cat__model_M-723,0.0
cat__model_M-780,0.0
cat__model_M-781,0.0
cat__model_M-782,0.0
cat__model_M-713,0.0
cat__model_M-784,0.0
cat__model_M-785,0.0
cat__model_M-786,0.0
cat__model_M-787,0.0
cat__model_M-788,0.0
cat__model_M-803,0.0
cat__model_M-789,0.0
cat__model_M-714,0.0
cat__model_M-792,0.0
cat__model_M-793,0.0
cat__model_M-794,0.0
cat__model_M-802,0.0
cat__model_M-795,0.0
cat__model_M-796,0.0
cat__model_M-797,0.0
cat__model_M-798,0.0
cat__model_M-799,0.0
cat__model_M-801,0.0
cat__model_M-800,0.0
cat__model_M-790,0.0
cat__model_M-755,0.0
cat__model_M-756,0.0
cat__model_M-758,0.0
cat__model_M-759,0.0
cat__model_M-760,0.0
cat__model_M-761,0.0
cat__model_M-762,0.0
cat__model_M-763,0.0
cat__model_M-764,0.0
cat__model_M-765,0.0
cat__model_M-805,0.0
cat__model_M-779,0.0
cat__model_M-767,0.0
cat__model_M-768,0.0
cat__model_M-769,0.0
cat__model_M-770,0.0
cat__model_M-771,0.0
cat__model_M-772,0.0
cat__model_M-773,0.0
cat__model_M-774,0.0
cat__model_M-775,0.0
cat__model_M-776,0.0
cat__model_M-777,0.0
cat__model_M-778,0.0
cat__model_M-766,0.0
cat__model_M-632,0.0
cat__model_M-633,0.0
cat__model_M-634,0.0
cat__model_M-635,0.0
cat__model_M-636,0.0
cat__model_M-637,0.0
cat__model_M-119,0.0
cat__model_M-639,0.0
cat__model_M-640,0.0
cat__model_M-641,0.0
cat__model_M-642,0.0
cat__model_M-118,0.0
cat__model_M-804,0.0
cat__model_M-645,0.0
cat__model_M-646,0.0
cat__model_M-647,0.0
cat__model_M-648,0.0
cat__model_M-649,0.0
cat__model_M-650,0.0
cat__model_M-651,0.0
cat__model_M-652,0.0
cat__model_M-654,0.0
cat__model_M-656,0.0
cat__model_M-657,0.0
cat__model_M-658,0.0
cat__model_M-644,0.0
cat__model_M-605,0.0
cat__model_M-607,0.0
cat__model_M-608,0.0
cat__model_M-609,0.0
cat__model_M-610,0.0
cat__model_M-611,0.0
cat__model_M-612,0.0
cat__model_M-613,0.0
cat__model_M-614,0.0
cat__model_M-615,0.0
cat__model_M-616,0.0
cat__model_M-617,0.0
cat__model_M-631,0.0
cat__model_M-619,0.0
cat__model_M-620,0.0
cat__model_M-621,0.0
cat__model_M-622,0.0
cat__model_M-623,0.0
cat__model_M-624,0.0
cat__model_M-625,0.0
cat__model_M-626,0.0
cat__model_M-627,0.0
cat__model_M-628,0.0
cat__model_M-629,0.0
cat__model_M-630,0.0
cat__model_M-618,0.0
cat__model_M-687,0.0
cat__model_M-689,0.0
cat__model_M-690,0.0
cat__model_M-691,0.0
cat__model_M-692,0.0
cat__model_M-693,0.0
cat__model_M-694,0.0
cat__model_M-695,0.0
cat__model_M-696,0.0
cat__model_M-697,0.0
cat__model_M-698,0.0
cat__model_M-699,0.0
cat__model_M-659,0.0
cat__model_M-701,0.0
cat__model_M-702,0.0
cat__model_M-703,0.0
cat__model_M-704,0.0
cat__model_M-705,0.0
cat__model_M-706,0.0
cat__model_M-707,0.0
cat__model_M-708,0.0
cat__model_M-709,0.0
cat__model_M-710,0.0
cat__model_M-711,0.0
cat__model_M-712,0.0
cat__model_M-700,0.0
cat__model_M-660,0.0
cat__model_M-661,0.0
cat__model_M-662,0.0
cat__model_M-663,0.0
cat__model_M-664,0.0
cat__model_M-665,0.0
cat__model_M-666,0.0
cat__model_M-667,0.0
cat__model_M-668,0.0
cat__model_M-669,0.0
cat__model_M-670,0.0
cat__model_M-671,0.0
cat__model_M-686,0.0
cat__model_M-674,0.0
cat__model_M-675,0.0
cat__model_M-676,0.0
cat__model_M-677,0.0
cat__model_M-678,0.0
cat__model_M-679,0.0
cat__model_M-680,0.0
cat__model_M-681,0.0
cat__model_M-682,0.0
cat__model_M-683,0.0
cat__model_M-684,0.0
cat__model_M-685,0.0
cat__model_M-672,0.0
cat__model_M-941,0.0
cat__model_M-942,0.0
cat__model_M-943,0.0
cat__model_M-944,0.0
cat__model_M-945,0.0
cat__model_M-946,0.0
cat__model_M-947,0.0
cat__model_M-948,0.0
cat__model_M-949,0.0
cat__model_M-950,0.0
cat__model_M-951,0.0
cat__model_M-606,0.0
cat__model_M-953,0.0
cat__model_M-954,0.0
cat__model_M-955,0.0
cat__model_M-956,0.0
cat__model_M-957,0.0
cat__model_M-958,0.0
cat__model_M-959,0.0
cat__model_M-961,0.0
cat__model_M-962,0.0
cat__model_M-963,0.0
cat__model_M-964,0.0
cat__model_M-965,0.0
cat__model_M-952,0.0
cat__model_M-115,0.0
cat__model_M-915,0.0
cat__model_M-916,0.0
cat__model_M-917,0.0
cat__model_M-114,0.0
cat__model_M-919,0.0
cat__model_M-920,0.0
cat__model_M-921,0.0
cat__model_M-922,0.0
cat__model_M-923,0.0
cat__model_M-924,0.0
cat__model_M-925,0.0
cat__model_M-940,0.0
cat__model_M-927,0.0
cat__model_M-928,0.0
cat__model_M-929,0.0
cat__model_M-930,0.0
cat__model_M-931,0.0
cat__model_M-932,0.0
cat__model_M-933,0.0
cat__model_M-934,0.0
cat__model_M-935,0.0
cat__model_M-936,0.0
cat__model_M-938,0.0
cat__model_M-939,0.0
cat__model_M-926,0.0
cat__model_M-993,0.0
cat__model_M-994,0.0
cat__model_M-995,0.0
cat__model_M-996,0.0
cat__model_M-997,0.0
cat__model_M-998,0.0
cat__model_M-999,0.0
cat__model_M-111,0.0
cat__model_M-110,0.0
cat__model_M-109,0.0
cat__model_M-108,0.0
cat__model_M-966,0.0
cat__model_M-105,0.0
cat__model_M-104,0.0
cat__model_M-103,0.0
cat__model_M-102,0.0
cat__model_M-101,0.0
cat__model_M-100,0.0
cat__device_type_wearable_monitor,0.0
cat__device_type_transformer_sensor,0.0
cat__device_type_parking_sensor,0.0
cat__device_type_medicine_fridge,0.0
cat__device_type_battery_monitor,0.0
num__month,0.0
cat__model_M-107,0.0
cat__model_M-967,0.0
cat__model_M-968,0.0
cat__model_M-969,0.0
cat__model_M-970,0.0
cat__model_M-971,0.0
cat__model_M-972,0.0
cat__model_M-973,0.0
cat__model_M-974,0.0
cat__model_M-975,0.0
cat__model_M-976,0.0
cat__model_M-977,0.0
cat__model_M-978,0.0
cat__model_M-113,0.0
cat__model_M-980,0.0
cat__model_M-981,0.0
cat__model_M-982,0.0
cat__model_M-983,0.0
cat__model_M-984,0.0
cat__model_M-985,0.0
cat__model_M-986,0.0
cat__model_M-987,0.0
cat__model_M-988,0.0
cat__model_M-989,0.0
cat__model_M-990,0.0
cat__model_M-991,0.0
cat__model_M-979,0.0
cat__model_M-835,0.0
cat__model_M-836,0.0
cat__model_M-837,0.0
cat__model_M-838,0.0
cat__model_M-839,0.0
cat__model_M-840,0.0
cat__model_M-841,0.0
cat__model_M-842,0.0
cat__model_M-843,0.0
cat__model_M-844,0.0
cat__model_M-845,0.0
cat__model_M-913,0.0
cat__model_M-847,0.0
cat__model_M-848,0.0
cat__model_M-849,0.0
cat__model_M-850,0.0
cat__model_M-851,0.0
cat__model_M-852,0.0
cat__model_M-853,0.0
cat__model_M-854,0.0
cat__model_M-855,0.0
cat__model_M-857,0.0
cat__model_M-858,0.0
cat__model_M-859,0.0
cat__model_M-846,0.0
cat__model_M-806,0.0
cat__model_M-807,0.0
cat__model_M-808,0.0
cat__model_M-809,0.0
cat__model_M-810,0.0
cat__model_M-811,0.0
cat__model_M-812,0.0
cat__model_M-814,0.0
cat__model_M-815,0.0
cat__model_M-816,0.0
cat__model_M-817,0.0
cat__model_M-818,0.0
cat__model_M-834,0.0
cat__model_M-820,0.0
cat__model_M-821,0.0
cat__model_M-822,0.0
cat__model_M-824,0.0
cat__model_M-825,0.0
cat__model_M-827,0.0
cat__model_M-828,0.0
cat__model_M-829,0.0
cat__model_M-830,0.0
cat__model_M-831,0.0
cat__model_M-832,0.0
cat__model_M-833,0.0
cat__model_M-819,0.0
cat__model_M-888,0.0
cat__model_M-889,0.0
cat__model_M-890,0.0
cat__model_M-891,0.0
cat__model_M-116,0.0
cat__model_M-893,0.0
cat__model_M-894,0.0
cat__model_M-895,0.0
cat__model_M-896,0.0
cat__model_M-897,0.0
cat__model_M-898,0.0
cat__model_M-899,0.0
cat__model_M-860,0.0
cat__model_M-901,0.0
cat__model_M-902,0.0
cat__model_M-903,0.0
cat__model_M-904,0.0
cat__model_M-905,0.0
cat__model_M-906,0.0
cat__model_M-907,0.0
cat__model_M-908,0.0
cat__model_M-909,0.0
cat__model_M-910,0.0
cat__model_M-911,0.0
cat__model_M-912,0.0
cat__model_M-900,0.0
cat__model_M-861,0.0
cat__model_M-862,0.0
cat__model_M-863,0.0
cat__model_M-864,0.0
cat__model_M-117,0.0
cat__model_M-866,0.0
cat__model_M-867,0.0
cat__model_M-868,0.0
cat__model_M-869,0.0
cat__model_M-870,0.0
cat__model_M-871,0.0
cat__model_M-872,0.0
cat__model_M-887,0.0
cat__model_M-874,0.0
cat__model_M-875,0.0
cat__model_M-876,0.0
cat__model_M-877,0.0
cat__model_M-878,0.0
cat__model_M-880,0.0
cat__model_M-881,0.0
cat__model_M-882,0.0
cat__model_M-883,0.0
cat__model_M-884,0.0
cat__model_M-885,0.0
cat__model_M-886,0.0
cat__model_M-873,0.0
cat__model_M-278,0.0
cat__model_M-279,0.0
cat__model_M-281,0.0
cat__model_M-282,0.0
cat__model_M-283,0.0
cat__model_M-284,0.0
cat__model_M-285,0.0
cat__model_M-286,0.0
cat__model_M-287,0.0
cat__model_M-288,0.0
cat__model_M-289,0.0
cat__model_M-290,0.0
cat__model_M-291,0.0
cat__model_M-598,0.0
cat__model_M-293,0.0
cat__model_M-294,0.0
cat__model_M-295,0.0
cat__model_M-296,0.0
cat__model_M-297,0.0
cat__model_M-298,0.0
cat__model_M-299,0.0
cat__model_M-300,0.0
cat__model_M-301,0.0
cat__model_M-302,0.0
cat__model_M-303,0.0
cat__model_M-304,0.0
cat__model_M-305,0.0
cat__model_M-292,0.0
cat__model_M-247,0.0
cat__model_M-248,0.0
cat__model_M-249,0.0
cat__model_M-250,0.0
cat__model_M-251,0.0
cat__model_M-252,0.0
cat__model_M-253,0.0
cat__model_M-254,0.0
cat__model_M-255,0.0
cat__model_M-256,0.0
cat__model_M-258,0.0
cat__model_M-259,0.0
cat__model_M-260,0.0
cat__model_M-277,0.0
cat__model_M-262,0.0
cat__model_M-263,0.0
cat__model_M-264,0.0
cat__model_M-265,0.0
cat__model_M-266,0.0
cat__model_M-267,0.0
cat__model_M-268,0.0
cat__model_M-269,0.0
cat__model_M-270,0.0
cat__model_M-271,0.0
cat__model_M-272,0.0
cat__model_M-273,0.0
cat__model_M-275,0.0
cat__model_M-276,0.0
cat__model_M-261,0.0
cat__model_M-336,0.0
cat__model_M-337,0.0
cat__model_M-338,0.0
cat__model_M-339,0.0
cat__model_M-340,0.0
cat__model_M-341,0.0
cat__model_M-342,0.0
cat__model_M-343,0.0
cat__model_M-344,0.0
cat__model_M-345,0.0
cat__model_M-346,0.0
cat__model_M-347,0.0
cat__model_M-349,0.0
cat__model_M-306,0.0
cat__model_M-351,0.0
cat__model_M-352,0.0
cat__model_M-353,0.0
cat__model_M-354,0.0
cat__model_M-355,0.0
cat__model_M-356,0.0
cat__model_M-357,0.0
cat__model_M-358,0.0
cat__model_M-359,0.0
cat__model_M-360,0.0
cat__model_M-361,0.0
cat__model_M-362,0.0
cat__model_M-363,0.0
cat__model_M-364,0.0
cat__model_M-350,0.0
cat__model_M-307,0.0
cat__model_M-308,0.0
cat__model_M-309,0.0
cat__model_M-310,0.0
cat__model_M-311,0.0
cat__model_M-312,0.0
cat__model_M-313,0.0
cat__model_M-314,0.0
cat__model_M-315,0.0
cat__model_M-316,0.0
cat__model_M-317,0.0
cat__model_M-125,0.0
cat__model_M-319,0.0
cat__model_M-124,0.0
cat__model_M-321,0.0
cat__model_M-322,0.0
cat__model_M-323,0.0
cat__model_M-324,0.0
cat__model_M-325,0.0
cat__model_M-326,0.0
cat__model_M-327,0.0
cat__model_M-328,0.0
cat__model_M-329,0.0
cat__model_M-330,0.0
cat__model_M-331,0.0
cat__model_M-332,0.0
cat__model_M-333,0.0
cat__model_M-334,0.0
cat__model_M-320,0.0
cat__model_M-159,0.0
cat__model_M-160,0.0
cat__model_M-161,0.0
cat__model_M-162,0.0
cat__model_M-163,0.0
cat__model_M-165,0.0
cat__model_M-166,0.0
cat__model_M-167,0.0
cat__model_M-168,0.0
cat__model_M-169,0.0
cat__model_M-170,0.0
cat__model_M-171,0.0
cat__model_M-172,0.0
cat__model_M-246,0.0
cat__model_M-174,0.0
cat__model_M-175,0.0
cat__model_M-176,0.0
cat__model_M-177,0.0
cat__model_M-178,0.0
cat__model_M-179,0.0
cat__model_M-180,0.0
cat__model_M-181,0.0
cat__model_M-182,0.0
cat__model_M-183,0.0
cat__model_M-184,0.0
cat__model_M-185,0.0
cat__model_M-186,0.0
cat__model_M-187,0.0
cat__model_M-173,0.0
cat__model_M-129,0.0
cat__model_M-130,0.0
cat__model_M-131,0.0
cat__model_M-132,0.0
cat__model_M-133,0.0
cat__model_M-134,0.0
cat__model_M-135,0.0
cat__model_M-136,0.0
cat__model_M-137,0.0
cat__model_M-138,0.0
cat__model_M-140,0.0
cat__model_M-141,0.0
cat__model_M-142,0.0
cat__model_M-158,0.0
cat__model_M-144,0.0
cat__model_M-128,0.0
cat__model_M-146,0.0
cat__model_M-147,0.0
cat__model_M-148,0.0
cat__model_M-149,0.0
cat__model_M-150,0.0
cat__model_M-151,0.0
cat__model_M-152,0.0
cat__model_M-153,0.0
cat__model_M-154,0.0
cat__model_M-155,0.0
cat__model_M-156,0.0
cat__model_M-157,0.0
cat__model_M-143,0.0
cat__model_M-218,0.0
cat__model_M-126,0.0
cat__model_M-220,0.0
cat__model_M-221,0.0
cat__model_M-222,0.0
cat__model_M-223,0.0
cat__model_M-224,0.0
cat__model_M-225,0.0
cat__model_M-226,0.0
cat__model_M-227,0.0
cat__model_M-228,0.0
cat__model_M-229,0.0
cat__model_M-230,0.0
cat__model_M-188,0.0
cat__model_M-232,0.0
cat__model_M-233,0.0
cat__model_M-234,0.0
cat__model_M-235,0.0
cat__model_M-236,0.0
cat__model_M-237,0.0
cat__model_M-238,0.0
cat__model_M-239,0.0
cat__model_M-240,0.0
cat__model_M-241,0.0
cat__model_M-242,0.0
cat__model_M-243,0.0
cat__model_M-244,0.0
cat__model_M-245,0.0
cat__model_M-231,0.0
cat__model_M-189,0.0
cat__model_M-190,0.0
cat__model_M-191,0.0
cat__model_M-192,0.0
cat__model_M-193,0.0
cat__model_M-194,0.0
cat__model_M-195,0.0
cat__model_M-196,0.0
cat__model_M-197,0.0
cat__model_M-198,0.0
cat__model_M-199,0.0
cat__model_M-200,0.0
cat__model_M-201,0.0
cat__model_M-217,0.0
cat__model_M-203,0.0
cat__model_M-204,0.0
cat__model_M-127,0.0
cat__model_M-206,0.0
cat__model_M-207,0.0
cat__model_M-208,0.0
cat__model_M-209,0.0
cat__model_M-210,0.0
cat__model_M-211,0.0
cat__model_M-212,0.0
cat__model_M-213,0.0
cat__model_M-214,0.0
cat__model_M-215,0.0
cat__model_M-216,0.0
cat__model_M-202,0.0
cat__model_M-517,0.0
cat__model_M-518,0.0
cat__model_M-519,0.0
cat__model_M-520,0.0
cat__model_M-521,0.0
cat__model_M-522,0.0
cat__model_M-523,0.0
cat__model_M-524,0.0
cat__model_M-525,0.0
cat__model_M-526,0.0
cat__model_M-527,0.0
cat__model_M-528,0.0
cat__model_M-529,0.0
cat__model_M-365,0.0
cat__model_M-531,0.0
cat__model_M-532,0.0
cat__model_M-533,0.0
cat__model_M-534,0.0
cat__model_M-535,0.0
cat__model_M-536,0.0
cat__model_M-537,0.0
cat__model_M-538,0.0
cat__model_M-539,0.0
cat__model_M-540,0.0
cat__model_M-542,0.0
cat__model_M-543,0.0
cat__model_M-544,0.0
cat__model_M-545,0.0
cat__model_M-530,0.0
cat__model_M-122,0.0
cat__model_M-489,0.0
cat__model_M-490,0.0
cat__model_M-491,0.0
cat__model_M-492,0.0
cat__model_M-121,0.0
cat__model_M-494,0.0
cat__model_M-495,0.0
cat__model_M-496,0.0
cat__model_M-497,0.0
cat__model_M-498,0.0
cat__model_M-499,0.0
cat__model_M-500,0.0
cat__model_M-516,0.0
cat__model_M-502,0.0
cat__model_M-503,0.0
cat__model_M-504,0.0
cat__model_M-505,0.0
cat__model_M-506,0.0
cat__model_M-507,0.0
cat__model_M-508,0.0
cat__model_M-509,0.0
cat__model_M-510,0.0
cat__model_M-511,0.0
cat__model_M-512,0.0
cat__model_M-513,0.0
cat__model_M-514,0.0
cat__model_M-515,0.0
cat__model_M-501,0.0
cat__model_M-576,0.0
cat__model_M-577,0.0
cat__model_M-578,0.0
cat__model_M-579,0.0
cat__model_M-580,0.0
cat__model_M-581,0.0
cat__model_M-582,0.0
cat__model_M-583,0.0
cat__model_M-584,0.0
cat__model_M-585,0.0
cat__model_M-586,0.0
cat__model_M-587,0.0
cat__model_M-588,0.0
cat__model_M-546,0.0
cat__model_M-590,0.0
cat__model_M-591,0.0
cat__model_M-592,0.0
cat__model_M-593,0.0
cat__model_M-594,0.0
cat__model_M-595,0.0
cat__model_M-596,0.0
cat__model_M-597,0.0
cat__model_M-599,0.0
cat__model_M-600,0.0
cat__model_M-601,0.0
cat__model_M-602,0.0
cat__model_M-603,0.0
cat__model_M-604,0.0
cat__model_M-120,0.0
cat__model_M-547,0.0
cat__model_M-548,0.0
cat__model_M-549,0.0
cat__model_M-550,0.0
cat__model_M-551,0.0
cat__model_M-552,0.0
cat__model_M-553,0.0
cat__model_M-554,0.0
cat__model_M-555,0.0
cat__model_M-556,0.0
cat__model_M-557,0.0
cat__model_M-558,0.0
cat__model_M-559,0.0
cat__model_M-575,0.0
cat__model_M-561,0.0
cat__model_M-562,0.0
